Timestamp,Prediction
2025-06-25 11:23:23.368246,Correct
2025-06-25 11:23:23.476542,Correct
2025-06-25 11:23:23.588078,Correct
2025-06-25 11:23:23.786324,Correct
2025-06-25 11:23:23.858534,Correct
2025-06-25 11:23:24.056116,Correct
2025-06-25 11:23:24.245333,Correct
2025-06-25 11:23:24.400956,Correct
2025-06-25 11:23:24.527012,Correct
2025-06-25 11:23:24.683099,Correct
2025-06-25 11:23:24.860470,Correct
2025-06-25 11:23:25.028083,Correct
2025-06-25 11:23:25.200568,Correct
2025-06-25 11:23:25.345698,Correct
2025-06-25 11:23:25.498621,Correct
2025-06-25 11:23:25.595909,Correct
2025-06-25 11:23:25.806384,Correct
2025-06-25 11:23:25.899632,Correct
2025-06-25 11:23:26.086862,Correct
2025-06-25 11:23:26.239608,Correct
2025-06-25 11:23:26.391806,Correct
2025-06-25 11:23:26.562734,Correct
2025-06-25 11:23:26.696135,Correct
2025-06-25 11:23:26.803888,Correct
2025-06-25 11:23:26.983110,Correct
2025-06-25 11:23:27.161944,Correct
2025-06-25 11:23:27.319213,Correct
2025-06-25 11:23:27.490897,Correct
2025-06-25 11:23:27.613258,Correct
2025-06-25 11:23:27.805780,Correct
2025-06-25 11:23:27.935605,Correct
2025-06-25 11:23:28.150152,Correct
2025-06-25 11:23:28.246780,Correct
2025-06-25 11:23:28.439095,Correct
2025-06-25 11:23:28.612974,Correct
2025-06-25 11:23:28.740565,Correct
2025-06-25 11:23:28.901968,Correct
2025-06-25 11:23:29.052180,Correct
2025-06-25 11:23:29.135015,Correct
2025-06-25 11:23:29.335507,Correct
2025-06-25 11:23:29.500004,Correct
2025-06-25 11:23:29.654067,Correct
2025-06-25 11:23:29.806926,Correct
2025-06-25 11:23:29.964479,Correct
2025-06-25 11:23:30.135222,Correct
2025-06-25 11:23:30.267503,Correct
2025-06-25 11:23:30.406285,Correct
2025-06-25 11:23:30.552479,Correct
2025-06-25 11:23:30.691666,Correct
2025-06-25 11:23:30.924880,Correct
2025-06-25 11:23:31.027247,Correct
2025-06-25 11:23:31.188259,Correct
2025-06-25 11:23:31.358458,Correct
2025-06-25 11:23:31.580219,Correct
2025-06-25 11:23:31.723202,Correct
2025-06-25 11:23:31.891333,Correct
2025-06-25 11:23:32.069195,Correct
2025-06-25 11:23:32.224395,Correct
2025-06-25 11:23:32.497659,Correct
2025-06-25 11:23:32.681740,Correct
2025-06-25 11:23:32.766052,Correct
2025-06-25 11:23:32.998670,Correct
2025-06-25 11:23:33.137438,Correct
2025-06-25 11:23:33.282532,Correct
2025-06-25 11:23:33.409324,Correct
2025-06-25 11:23:33.610283,Correct
2025-06-25 11:23:33.769564,Correct
2025-06-25 11:23:33.954543,Correct
2025-06-25 11:23:34.029749,Correct
2025-06-25 11:23:34.241640,Correct
2025-06-25 11:23:34.410795,Correct
2025-06-25 11:23:34.582391,Correct
2025-06-25 11:23:34.715749,Correct
2025-06-25 11:23:34.851701,Correct
2025-06-25 11:23:35.046394,Correct
2025-06-25 11:23:35.192111,Correct
2025-06-25 11:23:35.366867,Correct
2025-06-25 11:23:35.557613,Correct
2025-06-25 11:23:35.667488,Correct
2025-06-25 11:23:35.848162,Correct
2025-06-25 11:23:35.919796,Correct
2025-06-25 11:23:36.139633,Incorrect
2025-06-25 11:23:36.320267,Incorrect
2025-06-25 11:23:36.427629,Incorrect
2025-06-25 11:23:36.634511,Incorrect
2025-06-25 11:23:36.739211,Incorrect
2025-06-25 11:23:36.854054,Incorrect
2025-06-25 11:23:37.002374,Incorrect
2025-06-25 11:23:37.152533,Incorrect
2025-06-25 11:23:37.316401,Incorrect
2025-06-25 11:23:37.448610,Incorrect
2025-06-25 11:23:37.634335,Incorrect
2025-06-25 11:23:37.727608,Incorrect
2025-06-25 11:23:37.939360,Incorrect
2025-06-25 11:23:38.050423,Incorrect
2025-06-25 11:23:38.252633,Incorrect
2025-06-25 11:23:38.365164,Incorrect
2025-06-25 11:23:38.576040,Incorrect
2025-06-25 11:23:38.689424,Incorrect
2025-06-25 11:23:38.871305,Incorrect
2025-06-25 11:23:39.052900,Incorrect
2025-06-25 11:23:39.213311,Incorrect
2025-06-25 11:23:39.361091,Incorrect
2025-06-25 11:23:39.586987,Incorrect
2025-06-25 11:23:39.674325,Incorrect
2025-06-25 11:23:39.856648,Incorrect
2025-06-25 11:23:40.011206,Incorrect
2025-06-25 11:23:40.176212,Incorrect
2025-06-25 11:23:40.322131,Incorrect
2025-06-25 11:23:40.493702,Incorrect
2025-06-25 11:23:40.670872,Incorrect
2025-06-25 11:23:40.818655,Incorrect
2025-06-25 11:23:41.014806,Incorrect
2025-06-25 11:23:41.136466,Incorrect
2025-06-25 11:23:41.259737,Incorrect
2025-06-25 11:23:41.465229,Incorrect
2025-06-25 11:23:41.634683,Correct
2025-06-25 11:23:41.816108,Correct
2025-06-25 11:23:41.913416,Correct
2025-06-25 11:23:42.124189,Correct
2025-06-25 11:23:42.271073,Correct
2025-06-25 11:23:42.384173,Correct
2025-06-25 11:23:42.569535,Correct
2025-06-25 11:23:42.737918,Correct
2025-06-25 11:23:42.831995,Correct
2025-06-25 11:23:43.048660,Correct
2025-06-25 11:23:43.125164,Correct
2025-06-25 11:23:43.348934,Correct
2025-06-25 11:23:43.528658,Correct
2025-06-25 11:23:43.655580,Correct
2025-06-25 11:23:43.807346,Correct
2025-06-25 11:23:43.939930,Correct
2025-06-25 11:23:44.148852,Correct
2025-06-25 11:23:44.227513,Correct
2025-06-25 11:23:44.403933,Correct
2025-06-25 11:23:44.595910,Correct
2025-06-25 11:23:44.706704,Correct
2025-06-25 11:23:44.826603,Correct
2025-06-25 11:23:45.008395,Correct
2025-06-25 11:23:45.145146,Correct
2025-06-25 11:23:45.330733,Correct
2025-06-25 11:23:45.463072,Correct
2025-06-25 11:23:45.678473,Correct
2025-06-25 11:23:45.804101,Correct
2025-06-25 11:23:45.888695,Correct
2025-06-25 11:23:46.090739,Correct
2025-06-25 11:23:46.196959,Correct
2025-06-25 11:23:46.406512,Correct
2025-06-25 11:23:46.545118,Correct
2025-06-25 11:23:46.717320,Correct
2025-06-25 11:23:46.862499,Correct
2025-06-25 11:23:47.040561,Correct
2025-06-25 11:23:47.210980,Correct
2025-06-25 11:23:47.447684,Correct
2025-06-25 11:23:47.575302,Correct
2025-06-25 11:23:47.677814,Correct
2025-06-25 11:23:47.889336,Correct
2025-06-25 11:23:48.000527,Correct
2025-06-25 11:23:48.171341,Correct
2025-06-25 11:23:48.344955,Correct
2025-06-25 11:23:48.531853,Correct
2025-06-25 11:23:48.642156,Correct
2025-06-25 11:23:48.785832,Correct
2025-06-25 11:23:48.929406,Correct
2025-06-25 11:23:49.099308,Correct
2025-06-25 11:23:49.201059,Correct
2025-06-25 11:23:49.376091,Correct
2025-06-25 11:23:49.517065,Correct
2025-06-25 11:23:49.711981,Correct
2025-06-25 11:23:49.891180,Correct
2025-06-25 11:23:49.985356,Correct
2025-06-25 11:23:50.183721,Incorrect
2025-06-25 11:23:50.338502,Incorrect
2025-06-25 11:23:50.524661,Incorrect
2025-06-25 11:23:50.594650,Incorrect
2025-06-25 11:23:50.795686,Incorrect
2025-06-25 11:23:50.921269,Incorrect
2025-06-25 11:23:51.075192,Incorrect
2025-06-25 11:23:51.185071,Incorrect
2025-06-25 11:23:51.345160,Incorrect
2025-06-25 11:23:51.537592,Incorrect
2025-06-25 11:23:51.615293,Incorrect
2025-06-25 11:23:51.842759,Incorrect
2025-06-25 11:23:51.920099,Incorrect
2025-06-25 11:23:52.069471,Incorrect
2025-06-25 11:23:52.260041,Incorrect
2025-06-25 11:23:52.384870,Incorrect
2025-06-25 11:23:52.520812,Incorrect
2025-06-25 11:23:52.681738,Incorrect
2025-06-25 11:23:52.856419,Incorrect
2025-06-25 11:23:53.017024,Incorrect
2025-06-25 11:23:53.187005,Incorrect
2025-06-25 11:23:53.353020,Incorrect
2025-06-25 11:23:53.525492,Incorrect
2025-06-25 11:23:53.677633,Incorrect
2025-06-25 11:23:53.807343,Incorrect
2025-06-25 11:23:54.025776,Incorrect
2025-06-25 11:23:54.211394,Incorrect
2025-06-25 11:23:54.378626,Incorrect
2025-06-25 11:23:54.481949,Incorrect
2025-06-25 11:23:54.694108,Incorrect
2025-06-25 11:23:54.846635,Correct
2025-06-25 11:23:54.975892,Correct
2025-06-25 11:23:55.177408,Correct
2025-06-25 11:23:55.341539,Correct
2025-06-25 11:23:55.510075,Correct
2025-06-25 11:23:55.601050,Correct
2025-06-25 11:23:55.825798,Correct
2025-06-25 11:23:55.897625,Correct
2025-06-25 11:23:56.034943,Correct
2025-06-25 11:23:56.216032,Correct
2025-06-25 11:23:56.400613,Incorrect
2025-06-25 11:23:56.588450,Incorrect
2025-06-25 11:23:56.663296,Incorrect
2025-06-25 11:23:56.804182,Incorrect
2025-06-25 11:23:57.018212,Incorrect
2025-06-25 11:23:57.089118,Incorrect
2025-06-25 11:23:57.318658,Incorrect
2025-06-25 11:23:57.433544,Correct
2025-06-25 11:23:57.544346,Correct
2025-06-25 11:23:57.675605,Correct
2025-06-25 11:23:57.894457,Correct
2025-06-25 11:23:58.047655,Correct
2025-06-25 11:23:58.233326,Correct
2025-06-25 11:23:58.340631,Correct
2025-06-25 11:23:58.538845,Correct
2025-06-25 11:23:58.685961,Correct
2025-06-25 11:23:58.873138,Correct
2025-06-25 11:23:59.010416,Correct
2025-06-25 11:23:59.103299,Correct
2025-06-25 11:23:59.289163,Correct
2025-06-25 11:23:59.451046,Correct
2025-06-25 11:23:59.616498,Correct
2025-06-25 11:23:59.772429,Correct
2025-06-25 11:23:59.982097,Correct
2025-06-25 11:24:00.085058,Correct
2025-06-25 11:24:00.246158,Correct
2025-06-25 11:24:00.446269,Correct
2025-06-25 11:24:00.523735,Correct
2025-06-25 11:24:00.720426,Correct
2025-06-25 11:24:00.843622,Correct
2025-06-25 11:24:01.076642,Correct
2025-06-25 11:24:01.219271,Correct
2025-06-25 11:24:01.298717,Correct
